formula_string,transformation_unit,new_C,new_H,new_O,new_N,new_S,tu_C,tu_H,tu_O,tu_N,tu_S,new_formula
C15 H10 O7,-S1,15,10,7,0,1,0,0,0,0,-1,C15 H10 O7 S1
C15 H10 O7,-H2 -O1,15,12,8,0,0,0,-2,-1,0,0,C15 H12 O8
C15 H10 O7,-C2 -H2,17,12,7,0,0,-2,-2,0,0,0,C17 H12 O7
C15 H10 O7,-O1 -S1,15,10,8,0,1,0,0,-1,0,-1,C15 H10 O8 S1
C15 H10 O7,H1 -O2 -N1,15,9,9,1,0,0,1,-2,-1,0,C15 H9 N1 O9
C21 H22 O9,-C1,22,22,9,0,0,-1,0,0,0,0,C22 H22 O9
C21 H22 O9,-C1 -O1,22,22,10,0,0,-1,0,-1,0,0,C22 H22 O10
C21 H22 O9,-C1 -H2,22,24,9,0,0,-1,-2,0,0,0,C22 H24 O9
C21 H22 O9,-C2 -H4 -O1,23,26,10,0,0,-2,-4,-1,0,0,C23 H26 O10
C21 H22 O9,-C4 -H4 -O1,25,26,10,0,0,-4,-4,-1,0,0,C25 H26 O10
C21 H22 O9,-H2,21,24,9,0,0,0,-2,0,0,0,C21 H24 O9
C21 H22 O9,-C1 -O2,22,22,11,0,0,-1,0,-2,0,0,C22 H22 O11
C21 H22 O9,-H2 -O1,21,24,10,0,0,0,-2,-1,0,0,C21 H24 O10
C21 H22 O9,-C2 -H2,23,24,9,0,0,-2,-2,0,0,0,C23 H24 O9
C21 H22 O9,H1 -O2 -N1,21,21,11,1,0,0,1,-2,-1,0,C21 H21 N1 O11
C24 H31 N1 O8,-C1,25,31,8,1,0,-1,0,0,0,0,C25 H31 N1 O8
C24 H31 N1 O8,-C1 -O1,25,31,9,1,0,-1,0,-1,0,0,C25 H31 N1 O9
C24 H31 N1 O8,-C1 -H2,25,33,8,1,0,-1,-2,0,0,0,C25 H33 N1 O8
C24 H31 N1 O8,-C2 -H4 -O1,26,35,9,1,0,-2,-4,-1,0,0,C26 H35 N1 O9
C24 H31 N1 O8,-H2,24,33,8,1,0,0,-2,0,0,0,C24 H33 N1 O8
C24 H31 N1 O8,-C1 -O2,25,31,10,1,0,-1,0,-2,0,0,C25 H31 N1 O10
C24 H31 N1 O8,-H2 -O1,24,33,9,1,0,0,-2,-1,0,0,C24 H33 N1 O9
C24 H31 N1 O8,-C2 -H2,26,33,8,1,0,-2,-2,0,0,0,C26 H33 N1 O8
C24 H31 N1 O8,H1 -O1 N1,24,30,9,0,0,0,1,-1,1,0,C24 H30 O9
C19 H10 O9,-C1,20,10,9,0,0,-1,0,0,0,0,C20 H10 O9
C19 H10 O9,-C1 -O1,20,10,10,0,0,-1,0,-1,0,0,C20 H10 O10
C19 H10 O9,-C1 -H2,20,12,9,0,0,-1,-2,0,0,0,C20 H12 O9
C19 H10 O9,-C2 -H4 -O1,21,14,10,0,0,-2,-4,-1,0,0,C21 H14 O10
C19 H10 O9,-C4 -H4 -O1,23,14,10,0,0,-4,-4,-1,0,0,C23 H14 O10
C19 H10 O9,-H2,19,12,9,0,0,0,-2,0,0,0,C19 H12 O9
C19 H10 O9,-C1 -O2,20,10,11,0,0,-1,0,-2,0,0,C20 H10 O11
C19 H10 O9,-H2 -O1,19,12,10,0,0,0,-2,-1,0,0,C19 H12 O10
C19 H10 O9,-C2 -H2,21,12,9,0,0,-2,-2,0,0,0,C21 H12 O9
C19 H28 O10,-C1,20,28,10,0,0,-1,0,0,0,0,C20 H28 O10
C19 H28 O10,-C1 -O1,20,28,11,0,0,-1,0,-1,0,0,C20 H28 O11
C19 H28 O10,-C1 -H2,20,30,10,0,0,-1,-2,0,0,0,C20 H30 O10
C19 H28 O10,-C2 -H4 -O1,21,32,11,0,0,-2,-4,-1,0,0,C21 H32 O11
C19 H28 O10,-C4 -H4 -O1,23,32,11,0,0,-4,-4,-1,0,0,C23 H32 O11
C19 H28 O10,-H2,19,30,10,0,0,0,-2,0,0,0,C19 H30 O10
C19 H28 O10,-C1 -O2,20,28,12,0,0,-1,0,-2,0,0,C20 H28 O12
C19 H28 O10,-S1,19,28,10,0,1,0,0,0,0,-1,C19 H28 O10 S1
C19 H28 O10,-H2 -O1,19,30,11,0,0,0,-2,-1,0,0,C19 H30 O11
C19 H28 O10,-C2 -H2,21,30,10,0,0,-2,-2,0,0,0,C21 H30 O10
C19 H28 O10,H1 -O2 -N1,19,27,12,1,0,0,1,-2,-1,0,C19 H27 N1 O12
C29 H44 O6,-C1,30,44,6,0,0,-1,0,0,0,0,C30 H44 O6
C29 H44 O6,-C1 -O1,30,44,7,0,0,-1,0,-1,0,0,C30 H44 O7
C29 H44 O6,-C1 -H2,30,46,6,0,0,-1,-2,0,0,0,C30 H46 O6
C29 H44 O6,-C2 -H4 -O1,31,48,7,0,0,-2,-4,-1,0,0,C31 H48 O7
C29 H44 O6,-H2,29,46,6,0,0,0,-2,0,0,0,C29 H46 O6
C29 H44 O6,-C1 -O2,30,44,8,0,0,-1,0,-2,0,0,C30 H44 O8
C29 H44 O6,-H2 -O1,29,46,7,0,0,0,-2,-1,0,0,C29 H46 O7
C19 H23 N1 O8,-C1,20,23,8,1,0,-1,0,0,0,0,C20 H23 N1 O8
C19 H23 N1 O8,-C1 -O1,20,23,9,1,0,-1,0,-1,0,0,C20 H23 N1 O9
C19 H23 N1 O8,-C1 -H2,20,25,8,1,0,-1,-2,0,0,0,C20 H25 N1 O8
C19 H23 N1 O8,-C2 -H4 -O1,21,27,9,1,0,-2,-4,-1,0,0,C21 H27 N1 O9
C19 H23 N1 O8,-C4 -H4 -O1,23,27,9,1,0,-4,-4,-1,0,0,C23 H27 N1 O9
C19 H23 N1 O8,-H2,19,25,8,1,0,0,-2,0,0,0,C19 H25 N1 O8
C19 H23 N1 O8,-C1 -O2,20,23,10,1,0,-1,0,-2,0,0,C20 H23 N1 O10
C19 H23 N1 O8,-H2 -O1,19,25,9,1,0,0,-2,-1,0,0,C19 H25 N1 O9
C19 H23 N1 O8,-C2 -H2,21,25,8,1,0,-2,-2,0,0,0,C21 H25 N1 O8
C19 H23 N1 O8,H1 -O1 N1,19,22,9,0,0,0,1,-1,1,0,C19 H22 O9
C19 H23 N1 O8,H1 -O2 -N1,19,22,10,2,0,0,1,-2,-1,0,C19 H22 N2 O10
C14 H7 N1 O6,-C1,15,7,6,1,0,-1,0,0,0,0,C15 H7 N1 O6
C14 H7 N1 O6,-C1 -O1,15,7,7,1,0,-1,0,-1,0,0,C15 H7 N1 O7
C14 H7 N1 O6,-C1 -H2,15,9,6,1,0,-1,-2,0,0,0,C15 H9 N1 O6
C14 H7 N1 O6,-C2 -H4 -O1,16,11,7,1,0,-2,-4,-1,0,0,C16 H11 N1 O7
C14 H7 N1 O6,-C4 -H4 -O1,18,11,7,1,0,-4,-4,-1,0,0,C18 H11 N1 O7
C14 H7 N1 O6,-H2,14,9,6,1,0,0,-2,0,0,0,C14 H9 N1 O6
C14 H7 N1 O6,-C1 -O2,15,7,8,1,0,-1,0,-2,0,0,C15 H7 N1 O8
C14 H7 N1 O6,-H2 -O1,14,9,7,1,0,0,-2,-1,0,0,C14 H9 N1 O7
C14 H7 N1 O6,-C2 -H2,16,9,6,1,0,-2,-2,0,0,0,C16 H9 N1 O6
C14 H7 N1 O6,H1 -O1 N1,14,6,7,0,0,0,1,-1,1,0,C14 H6 O7
C23 H30 O7,-C1 -O1,24,30,8,0,0,-1,0,-1,0,0,C24 H30 O8
C23 H30 O7,-C1 -H2,24,32,7,0,0,-1,-2,0,0,0,C24 H32 O7
C23 H30 O7,-C2 -H4 -O1,25,34,8,0,0,-2,-4,-1,0,0,C25 H34 O8
C23 H30 O7,-C4 -H4 -O1,27,34,8,0,0,-4,-4,-1,0,0,C27 H34 O8
C23 H30 O7,-H2,23,32,7,0,0,0,-2,0,0,0,C23 H32 O7
C23 H30 O7,-C1 -O2,24,30,9,0,0,-1,0,-2,0,0,C24 H30 O9
C23 H30 O7,-H2 -O1,23,32,8,0,0,0,-2,-1,0,0,C23 H32 O8
C23 H30 O7,-C2 -H2,25,32,7,0,0,-2,-2,0,0,0,C25 H32 O7
C23 H30 O7,H1 -O2 -N1,23,29,9,1,0,0,1,-2,-1,0,C23 H29 N1 O9
C12 H15 N1 O5,-C1,13,15,5,1,0,-1,0,0,0,0,C13 H15 N1 O5
C12 H15 N1 O5,-C1 -O1,13,15,6,1,0,-1,0,-1,0,0,C13 H15 N1 O6
C12 H15 N1 O5,-C1 -H2,13,17,5,1,0,-1,-2,0,0,0,C13 H17 N1 O5
C12 H15 N1 O5,-C2 -H4 -O1,14,19,6,1,0,-2,-4,-1,0,0,C14 H19 N1 O6
C12 H15 N1 O5,-C4 -H4 -O1,16,19,6,1,0,-4,-4,-1,0,0,C16 H19 N1 O6
C12 H15 N1 O5,-H2,12,17,5,1,0,0,-2,0,0,0,C12 H17 N1 O5
C12 H15 N1 O5,-C1 -O2,13,15,7,1,0,-1,0,-2,0,0,C13 H15 N1 O7
C12 H15 N1 O5,-H2 -O1,12,17,6,1,0,0,-2,-1,0,0,C12 H17 N1 O6
C12 H15 N1 O5,-C2 -H2,14,17,5,1,0,-2,-2,0,0,0,C14 H17 N1 O5
C12 H15 N1 O5,H1 -O2 -N1,12,14,7,2,0,0,1,-2,-1,0,C12 H14 N2 O7
C14 H17 N1 O6,-C1,15,17,6,1,0,-1,0,0,0,0,C15 H17 N1 O6
C14 H17 N1 O6,-C1 -O1,15,17,7,1,0,-1,0,-1,0,0,C15 H17 N1 O7
C14 H17 N1 O6,-C1 -H2,15,19,6,1,0,-1,-2,0,0,0,C15 H19 N1 O6
C14 H17 N1 O6,-C2 -H4 -O1,16,21,7,1,0,-2,-4,-1,0,0,C16 H21 N1 O7
C14 H17 N1 O6,-C4 -H4 -O1,18,21,7,1,0,-4,-4,-1,0,0,C18 H21 N1 O7
C14 H17 N1 O6,-H2,14,19,6,1,0,0,-2,0,0,0,C14 H19 N1 O6
C14 H17 N1 O6,-C1 -O2,15,17,8,1,0,-1,0,-2,0,0,C15 H17 N1 O8
C14 H17 N1 O6,-H2 -O1,14,19,7,1,0,0,-2,-1,0,0,C14 H19 N1 O7
C14 H17 N1 O6,-C2 -H2,16,19,6,1,0,-2,-2,0,0,0,C16 H19 N1 O6
C14 H17 N1 O6,H1 -O1 N1,14,16,7,0,0,0,1,-1,1,0,C14 H16 O7
C14 H17 N1 O6,H1 -O2 -N1,14,16,8,2,0,0,1,-2,-1,0,C14 H16 N2 O8
C18 H16 O10,-C1,19,16,10,0,0,-1,0,0,0,0,C19 H16 O10
C18 H16 O10,-C1 -O1,19,16,11,0,0,-1,0,-1,0,0,C19 H16 O11
C18 H16 O10,-C1 -H2,19,18,10,0,0,-1,-2,0,0,0,C19 H18 O10
C18 H16 O10,-C2 -H4 -O1,20,20,11,0,0,-2,-4,-1,0,0,C20 H20 O11
C18 H16 O10,-C4 -H4 -O1,22,20,11,0,0,-4,-4,-1,0,0,C22 H20 O11
C18 H16 O10,-H2,18,18,10,0,0,0,-2,0,0,0,C18 H18 O10
C18 H16 O10,-C1 -O2,19,16,12,0,0,-1,0,-2,0,0,C19 H16 O12
C18 H16 O10,-H2 -O1,18,18,11,0,0,0,-2,-1,0,0,C18 H18 O11
C18 H16 O10,-C2 -H2,20,18,10,0,0,-2,-2,0,0,0,C20 H18 O10
C17 H20 N2 O8,-C1,18,20,8,2,0,-1,0,0,0,0,C18 H20 N2 O8
C17 H20 N2 O8,-C1 -O1,18,20,9,2,0,-1,0,-1,0,0,C18 H20 N2 O9
C17 H20 N2 O8,-C1 -H2,18,22,8,2,0,-1,-2,0,0,0,C18 H22 N2 O8
C17 H20 N2 O8,-C2 -H4 -O1,19,24,9,2,0,-2,-4,-1,0,0,C19 H24 N2 O9
C17 H20 N2 O8,-C4 -H4 -O1,21,24,9,2,0,-4,-4,-1,0,0,C21 H24 N2 O9
C17 H20 N2 O8,-H2,17,22,8,2,0,0,-2,0,0,0,C17 H22 N2 O8
C17 H20 N2 O8,-C1 -O2,18,20,10,2,0,-1,0,-2,0,0,C18 H20 N2 O10
C17 H20 N2 O8,-H2 -O1,17,22,9,2,0,0,-2,-1,0,0,C17 H22 N2 O9
C17 H20 N2 O8,-C2 -H2,19,22,8,2,0,-2,-2,0,0,0,C19 H22 N2 O8
C17 H20 N2 O8,H1 -O1 N1,17,19,9,1,0,0,1,-1,1,0,C17 H19 N1 O9
C23 H25 N1 O9,-C1,24,25,9,1,0,-1,0,0,0,0,C24 H25 N1 O9
C23 H25 N1 O9,-C1 -O1,24,25,10,1,0,-1,0,-1,0,0,C24 H25 N1 O10
C23 H25 N1 O9,-C1 -H2,24,27,9,1,0,-1,-2,0,0,0,C24 H27 N1 O9
C23 H25 N1 O9,-C2 -H4 -O1,25,29,10,1,0,-2,-4,-1,0,0,C25 H29 N1 O10
C23 H25 N1 O9,-C4 -H4 -O1,27,29,10,1,0,-4,-4,-1,0,0,C27 H29 N1 O10
C23 H25 N1 O9,-H2,23,27,9,1,0,0,-2,0,0,0,C23 H27 N1 O9
C23 H25 N1 O9,-C1 -O2,24,25,11,1,0,-1,0,-2,0,0,C24 H25 N1 O11
C23 H25 N1 O9,-H2 -O1,23,27,10,1,0,0,-2,-1,0,0,C23 H27 N1 O10
C23 H25 N1 O9,-C2 -H2,25,27,9,1,0,-2,-2,0,0,0,C25 H27 N1 O9
C23 H25 N1 O9,H1 -O1 N1,23,24,10,0,0,0,1,-1,1,0,C23 H24 O10
C10 H12 N2 O4,-C1,11,12,4,2,0,-1,0,0,0,0,C11 H12 N2 O4
C10 H12 N2 O4,-C1 -O1,11,12,5,2,0,-1,0,-1,0,0,C11 H12 N2 O5
C10 H12 N2 O4,-C1 -H2,11,14,4,2,0,-1,-2,0,0,0,C11 H14 N2 O4
C10 H12 N2 O4,-C2 -H4 -O1,12,16,5,2,0,-2,-4,-1,0,0,C12 H16 N2 O5
C10 H12 N2 O4,-C4 -H4 -O1,14,16,5,2,0,-4,-4,-1,0,0,C14 H16 N2 O5
C10 H12 N2 O4,-H2,10,14,4,2,0,0,-2,0,0,0,C10 H14 N2 O4
C10 H12 N2 O4,-C1 -O2,11,12,6,2,0,-1,0,-2,0,0,C11 H12 N2 O6
C10 H12 N2 O4,-H2 -O1,10,14,5,2,0,0,-2,-1,0,0,C10 H14 N2 O5
C10 H12 N2 O4,-C2 -H2,12,14,4,2,0,-2,-2,0,0,0,C12 H14 N2 O4
C20 H26 O10 S1,-C1,21,26,10,0,1,-1,0,0,0,0,C21 H26 O10 S1
C20 H26 O10 S1,-C1 -H2,21,28,10,0,1,-1,-2,0,0,0,C21 H28 O10 S1
C20 H26 O10 S1,-C2 -H4 -O1,22,30,11,0,1,-2,-4,-1,0,0,C22 H30 O11 S1
C20 H26 O10 S1,-H2,20,28,10,0,1,0,-2,0,0,0,C20 H28 O10 S1
C20 H26 O10 S1,-C2 -H2,22,28,10,0,1,-2,-2,0,0,0,C22 H28 O10 S1
C17 H12 O5,-C1,18,12,5,0,0,-1,0,0,0,0,C18 H12 O5
C17 H12 O5,-C1 -O1,18,12,6,0,0,-1,0,-1,0,0,C18 H12 O6
C17 H12 O5,-C1 -H2,18,14,5,0,0,-1,-2,0,0,0,C18 H14 O5
C17 H12 O5,-C2 -H4 -O1,19,16,6,0,0,-2,-4,-1,0,0,C19 H16 O6
C17 H12 O5,-C4 -H4 -O1,21,16,6,0,0,-4,-4,-1,0,0,C21 H16 O6
C17 H12 O5,-H2,17,14,5,0,0,0,-2,0,0,0,C17 H14 O5
C17 H12 O5,-C1 -O2,18,12,7,0,0,-1,0,-2,0,0,C18 H12 O7
C17 H12 O5,-C2 -H2,19,14,5,0,0,-2,-2,0,0,0,C19 H14 O5
C17 H12 O5,H1 -O2 -N1,17,11,7,1,0,0,1,-2,-1,0,C17 H11 N1 O7
C26 H20 O7 S1,-C1 -O1,27,20,8,0,1,-1,0,-1,0,0,C27 H20 O8 S1
C26 H20 O7 S1,-C1 -H2,27,22,7,0,1,-1,-2,0,0,0,C27 H22 O7 S1
C26 H20 O7 S1,-C2 -H4 -O1,28,24,8,0,1,-2,-4,-1,0,0,C28 H24 O8 S1
C26 H20 O7 S1,-H2,26,22,7,0,1,0,-2,0,0,0,C26 H22 O7 S1
C26 H20 O7 S1,-C1 -O2,27,20,9,0,1,-1,0,-2,0,0,C27 H20 O9 S1
C26 H20 O7 S1,-H2 -O1,26,22,8,0,1,0,-2,-1,0,0,C26 H22 O8 S1
C20 H26 O3,-C4 -H4 -O1,24,30,4,0,0,-4,-4,-1,0,0,C24 H30 O4
C20 H26 O3,-H2,20,28,3,0,0,0,-2,0,0,0,C20 H28 O3
C20 H26 O3,H1 -O2 -N1,20,25,5,1,0,0,1,-2,-1,0,C20 H25 N1 O5
C19 H16 O7,-C1,20,16,7,0,0,-1,0,0,0,0,C20 H16 O7
C19 H16 O7,-C1 -O1,20,16,8,0,0,-1,0,-1,0,0,C20 H16 O8
C19 H16 O7,-C1 -H2,20,18,7,0,0,-1,-2,0,0,0,C20 H18 O7
C19 H16 O7,-C2 -H4 -O1,21,20,8,0,0,-2,-4,-1,0,0,C21 H20 O8
C19 H16 O7,-C4 -H4 -O1,23,20,8,0,0,-4,-4,-1,0,0,C23 H20 O8
C19 H16 O7,-C1 -O2,20,16,9,0,0,-1,0,-2,0,0,C20 H16 O9
C19 H16 O7,-H2 -O1,19,18,8,0,0,0,-2,-1,0,0,C19 H18 O8
C19 H16 O7,-C2 -H2,21,18,7,0,0,-2,-2,0,0,0,C21 H18 O7
C19 H16 O7,H1 -O2 -N1,19,15,9,1,0,0,1,-2,-1,0,C19 H15 N1 O9
C18 H13 N1 O7,-C1,19,13,7,1,0,-1,0,0,0,0,C19 H13 N1 O7
C18 H13 N1 O7,-C1 -O1,19,13,8,1,0,-1,0,-1,0,0,C19 H13 N1 O8
C18 H13 N1 O7,-C1 -H2,19,15,7,1,0,-1,-2,0,0,0,C19 H15 N1 O7
C18 H13 N1 O7,-C2 -H4 -O1,20,17,8,1,0,-2,-4,-1,0,0,C20 H17 N1 O8
C18 H13 N1 O7,-C4 -H4 -O1,22,17,8,1,0,-4,-4,-1,0,0,C22 H17 N1 O8
C18 H13 N1 O7,-H2,18,15,7,1,0,0,-2,0,0,0,C18 H15 N1 O7
C18 H13 N1 O7,-C1 -O2,19,13,9,1,0,-1,0,-2,0,0,C19 H13 N1 O9
C18 H13 N1 O7,-H2 -O1,18,15,8,1,0,0,-2,-1,0,0,C18 H15 N1 O8
C18 H13 N1 O7,-C2 -H2,20,15,7,1,0,-2,-2,0,0,0,C20 H15 N1 O7
C18 H13 N1 O7,H1 -O1 N1,18,12,8,0,0,0,1,-1,1,0,C18 H12 O8
C10 H6 O5,-C1,11,6,5,0,0,-1,0,0,0,0,C11 H6 O5
C10 H6 O5,-C1 -H2,11,8,5,0,0,-1,-2,0,0,0,C11 H8 O5
C10 H6 O5,-C4 -H4 -O1,14,10,6,0,0,-4,-4,-1,0,0,C14 H10 O6
C10 H6 O5,-H2,10,8,5,0,0,0,-2,0,0,0,C10 H8 O5
C10 H6 O5,-C1 -O2,11,6,7,0,0,-1,0,-2,0,0,C11 H6 O7
C10 H6 O5,-C2 -H2,12,8,5,0,0,-2,-2,0,0,0,C12 H8 O5
C10 H6 O5,-O1 -S1,10,6,6,0,1,0,0,-1,0,-1,C10 H6 O6 S1
C10 H6 O5,H1 -O2 -N1,10,5,7,1,0,0,1,-2,-1,0,C10 H5 N1 O7
C10 H6 O6,-C1 -O1,11,6,7,0,0,-1,0,-1,0,0,C11 H6 O7
C10 H6 O6,-C2 -H4 -O1,12,10,7,0,0,-2,-4,-1,0,0,C12 H10 O7
C10 H6 O6,-C4 -H4 -O1,14,10,7,0,0,-4,-4,-1,0,0,C14 H10 O7
C10 H6 O6,-S1,10,6,6,0,1,0,0,0,0,-1,C10 H6 O6 S1
C10 H6 O6,-H2 -O1,10,8,7,0,0,0,-2,-1,0,0,C10 H8 O7
C10 H6 O6,-C2 -H2,12,8,6,0,0,-2,-2,0,0,0,C12 H8 O6
C10 H6 O6,-O1 -S1,10,6,7,0,1,0,0,-1,0,-1,C10 H6 O7 S1
C11 H13 N1 O3,-C1,12,13,3,1,0,-1,0,0,0,0,C12 H13 N1 O3
C11 H13 N1 O3,-C1 -O1,12,13,4,1,0,-1,0,-1,0,0,C12 H13 N1 O4
C11 H13 N1 O3,-C1 -H2,12,15,3,1,0,-1,-2,0,0,0,C12 H15 N1 O3
C11 H13 N1 O3,-C2 -H4 -O1,13,17,4,1,0,-2,-4,-1,0,0,C13 H17 N1 O4
C11 H13 N1 O3,-C4 -H4 -O1,15,17,4,1,0,-4,-4,-1,0,0,C15 H17 N1 O4
C11 H13 N1 O3,-H2,11,15,3,1,0,0,-2,0,0,0,C11 H15 N1 O3
C11 H13 N1 O3,-C1 -O2,12,13,5,1,0,-1,0,-2,0,0,C12 H13 N1 O5
C11 H13 N1 O3,-H2 -O1,11,15,4,1,0,0,-2,-1,0,0,C11 H15 N1 O4
C11 H13 N1 O3,-C2 -H2,13,15,3,1,0,-2,-2,0,0,0,C13 H15 N1 O3
C11 H13 N1 O3,H1 -O2 -N1,11,12,5,2,0,0,1,-2,-1,0,C11 H12 N2 O5
C16 H18 N2 O9,-C1,17,18,9,2,0,-1,0,0,0,0,C17 H18 N2 O9
C16 H18 N2 O9,-C1 -O1,17,18,10,2,0,-1,0,-1,0,0,C17 H18 N2 O10
C16 H18 N2 O9,-C1 -H2,17,20,9,2,0,-1,-2,0,0,0,C17 H20 N2 O9
C16 H18 N2 O9,-C2 -H4 -O1,18,22,10,2,0,-2,-4,-1,0,0,C18 H22 N2 O10
C16 H18 N2 O9,-C4 -H4 -O1,20,22,10,2,0,-4,-4,-1,0,0,C20 H22 N2 O10
C16 H18 N2 O9,-H2,16,20,9,2,0,0,-2,0,0,0,C16 H20 N2 O9
C16 H18 N2 O9,-C2 -H2,18,20,9,2,0,-2,-2,0,0,0,C18 H20 N2 O9
C16 H18 N2 O9,H1 -O1 N1,16,17,10,1,0,0,1,-1,1,0,C16 H17 N1 O10
C21 H21 N1 O10,-C1,22,21,10,1,0,-1,0,0,0,0,C22 H21 N1 O10
C21 H21 N1 O10,-C1 -O1,22,21,11,1,0,-1,0,-1,0,0,C22 H21 N1 O11
C21 H21 N1 O10,-C1 -H2,22,23,10,1,0,-1,-2,0,0,0,C22 H23 N1 O10
C21 H21 N1 O10,-C2 -H4 -O1,23,25,11,1,0,-2,-4,-1,0,0,C23 H25 N1 O11
C21 H21 N1 O10,-C4 -H4 -O1,25,25,11,1,0,-4,-4,-1,0,0,C25 H25 N1 O11
C21 H21 N1 O10,-H2,21,23,10,1,0,0,-2,0,0,0,C21 H23 N1 O10
C21 H21 N1 O10,-C1 -O2,22,21,12,1,0,-1,0,-2,0,0,C22 H21 N1 O12
C21 H21 N1 O10,-H2 -O1,21,23,11,1,0,0,-2,-1,0,0,C21 H23 N1 O11
C21 H21 N1 O10,-C2 -H2,23,23,10,1,0,-2,-2,0,0,0,C23 H23 N1 O10
C21 H21 N1 O10,H1 -O1 N1,21,20,11,0,0,0,1,-1,1,0,C21 H20 O11
C30 H46 O9,-C1,31,46,9,0,0,-1,0,0,0,0,C31 H46 O9
C30 H46 O9,-C1 -O1,31,46,10,0,0,-1,0,-1,0,0,C31 H46 O10
C30 H46 O9,-C1 -H2,31,48,9,0,0,-1,-2,0,0,0,C31 H48 O9
C30 H46 O9,-C2 -H4 -O1,32,50,10,0,0,-2,-4,-1,0,0,C32 H50 O10
C30 H46 O9,-C4 -H4 -O1,34,50,10,0,0,-4,-4,-1,0,0,C34 H50 O10
C30 H46 O9,-H2,30,48,9,0,0,0,-2,0,0,0,C30 H48 O9
C30 H46 O9,-C1 -O2,31,46,11,0,0,-1,0,-2,0,0,C31 H46 O11
C30 H46 O9,-H2 -O1,30,48,10,0,0,0,-2,-1,0,0,C30 H48 O10
C30 H46 O9,-C2 -H2,32,48,9,0,0,-2,-2,0,0,0,C32 H48 O9
C25 H28 O12,-C1,26,28,12,0,0,-1,0,0,0,0,C26 H28 O12
C25 H28 O12,-C1 -O1,26,28,13,0,0,-1,0,-1,0,0,C26 H28 O13
C25 H28 O12,-C1 -H2,26,30,12,0,0,-1,-2,0,0,0,C26 H30 O12
C25 H28 O12,-C2 -H4 -O1,27,32,13,0,0,-2,-4,-1,0,0,C27 H32 O13
C25 H28 O12,-C4 -H4 -O1,29,32,13,0,0,-4,-4,-1,0,0,C29 H32 O13
C25 H28 O12,-H2,25,30,12,0,0,0,-2,0,0,0,C25 H30 O12
C25 H28 O12,-C1 -O2,26,28,14,0,0,-1,0,-2,0,0,C26 H28 O14
C25 H28 O12,-H2 -O1,25,30,13,0,0,0,-2,-1,0,0,C25 H30 O13
C25 H28 O12,-C2 -H2,27,30,12,0,0,-2,-2,0,0,0,C27 H30 O12
C30 H38 O8,-C1,31,38,8,0,0,-1,0,0,0,0,C31 H38 O8
C30 H38 O8,-C1 -O1,31,38,9,0,0,-1,0,-1,0,0,C31 H38 O9
C30 H38 O8,-C1 -H2,31,40,8,0,0,-1,-2,0,0,0,C31 H40 O8
C30 H38 O8,-C2 -H4 -O1,32,42,9,0,0,-2,-4,-1,0,0,C32 H42 O9
C30 H38 O8,-H2,30,40,8,0,0,0,-2,0,0,0,C30 H40 O8
C30 H38 O8,-C1 -O2,31,38,10,0,0,-1,0,-2,0,0,C31 H38 O10
C30 H38 O8,-H2 -O1,30,40,9,0,0,0,-2,-1,0,0,C30 H40 O9
C7 H6 O6,-C1,8,6,6,0,0,-1,0,0,0,0,C8 H6 O6
C7 H6 O6,-C1 -O1,8,6,7,0,0,-1,0,-1,0,0,C8 H6 O7
C7 H6 O6,-C1 -H2,8,8,6,0,0,-1,-2,0,0,0,C8 H8 O6
C7 H6 O6,-C2 -H4 -O1,9,10,7,0,0,-2,-4,-1,0,0,C9 H10 O7
C7 H6 O6,-C4 -H4 -O1,11,10,7,0,0,-4,-4,-1,0,0,C11 H10 O7
C7 H6 O6,-H2,7,8,6,0,0,0,-2,0,0,0,C7 H8 O6
C7 H6 O6,-C1 -O2,8,6,8,0,0,-1,0,-2,0,0,C8 H6 O8
C7 H6 O6,-S1,7,6,6,0,1,0,0,0,0,-1,C7 H6 O6 S1
C7 H6 O6,-H2 -O1,7,8,7,0,0,0,-2,-1,0,0,C7 H8 O7
C7 H6 O6,-C2 -H2,9,8,6,0,0,-2,-2,0,0,0,C9 H8 O6
C7 H6 O6,-O1 -S1,7,6,7,0,1,0,0,-1,0,-1,C7 H6 O7 S1
C18 H18 N2 O9,-C1,19,18,9,2,0,-1,0,0,0,0,C19 H18 N2 O9
C18 H18 N2 O9,-C1 -O1,19,18,10,2,0,-1,0,-1,0,0,C19 H18 N2 O10
C18 H18 N2 O9,-C1 -H2,19,20,9,2,0,-1,-2,0,0,0,C19 H20 N2 O9
C18 H18 N2 O9,-C2 -H4 -O1,20,22,10,2,0,-2,-4,-1,0,0,C20 H22 N2 O10
C18 H18 N2 O9,-C4 -H4 -O1,22,22,10,2,0,-4,-4,-1,0,0,C22 H22 N2 O10
C18 H18 N2 O9,-H2,18,20,9,2,0,0,-2,0,0,0,C18 H20 N2 O9
C18 H18 N2 O9,-H2 -O1,18,20,10,2,0,0,-2,-1,0,0,C18 H20 N2 O10
C18 H18 N2 O9,-C2 -H2,20,20,9,2,0,-2,-2,0,0,0,C20 H20 N2 O9
C18 H18 N2 O9,H1 -O1 N1,18,17,10,1,0,0,1,-1,1,0,C18 H17 N1 O10
C11 H17 N1 O6,-C1,12,17,6,1,0,-1,0,0,0,0,C12 H17 N1 O6
