formula_string,transformation_unit,is_addition,new_C,new_H,new_O,new_N,new_S,tu_C,tu_H,tu_O,tu_N,tu_S,new_formula
C16 H12 O9,C1 H3 -O1 N1,0,17,15,8,1,0,1,3,-1,1,0,C17 H15 N1 O8
C16 H12 O9,H2 O1,1,16,14,10,0,0,0,2,1,0,0,C16 H14 O10
C16 H12 O9,-H2 -O1,0,16,10,8,0,0,0,-2,-1,0,0,C16 H10 O8
C12 13C1 H18 O10,-O1,0,12,18,9,0,0,0,0,-1,0,0,C12 H18 O9
C12 13C1 H18 O10,-H2 -O2,0,12,16,8,0,0,0,-2,-2,0,0,C12 H16 O8
C12 13C1 H18 O10,-H2 -O1,0,12,16,9,0,0,0,-2,-1,0,0,C12 H16 O9
C25 13C1 H24 O15,O1,1,25,24,16,0,0,0,0,1,0,0,C25 H24 O16
C25 13C1 H24 O15,-O1,0,25,24,14,0,0,0,0,-1,0,0,C25 H24 O14
C25 13C1 H24 O15,H2 O2,1,25,26,17,0,0,0,2,2,0,0,C25 H26 O17
C25 13C1 H24 O15,-H2 -O2,0,25,22,13,0,0,0,-2,-2,0,0,C25 H22 O13
C25 13C1 H24 O15,H2 O1,1,25,26,16,0,0,0,2,1,0,0,C25 H26 O16
C25 13C1 H24 O15,-H2 -O1,0,25,22,14,0,0,0,-2,-1,0,0,C25 H22 O14
C23 H14 O19,-O1,0,23,14,18,0,0,0,0,-1,0,0,C23 H14 O18
C23 H14 O19,-H2 -O2,0,23,12,17,0,0,0,-2,-2,0,0,C23 H12 O17
C23 H14 O19,-H2 -O1,0,23,12,18,0,0,0,-2,-1,0,0,C23 H12 O18
C10 H8 O7,O1,1,10,8,8,0,0,0,0,1,0,0,C10 H8 O8
C10 H8 O7,-O1,0,10,8,6,0,0,0,0,-1,0,0,C10 H8 O6
C10 H8 O7,H2 O2,1,10,10,9,0,0,0,2,2,0,0,C10 H10 O9
C10 H8 O7,-H2 -O2,0,10,6,5,0,0,0,-2,-2,0,0,C10 H6 O5
C10 H8 O7,C1 H3 -O1 N1,0,11,11,6,1,0,1,3,-1,1,0,C11 H11 N1 O6
C10 H8 O7,H2 O1,1,10,10,8,0,0,0,2,1,0,0,C10 H10 O8
C10 H8 O7,-H2 -O1,0,10,6,6,0,0,0,-2,-1,0,0,C10 H6 O6
C24 H10 O18,-O1,0,24,10,17,0,0,0,0,-1,0,0,C24 H10 O17
C24 H10 O18,C1 H3 -O1 N1,0,25,13,17,1,0,1,3,-1,1,0,C25 H13 N1 O17
C33 H22 O20 S1,-O1,0,33,22,19,0,1,0,0,-1,0,0,C33 H22 O19 S1
C33 H22 O20 S1,C1 H3 -O1 N1,0,34,25,19,1,1,1,3,-1,1,0,C34 H25 N1 O19 S1
C12 H14 O4,O1,1,12,14,5,0,0,0,0,1,0,0,C12 H14 O5
C12 H14 O4,H2 O2,1,12,16,6,0,0,0,2,2,0,0,C12 H16 O6
C12 H14 O4,H2 O1,1,12,16,5,0,0,0,2,1,0,0,C12 H16 O5
C12 H14 O4,-H2 -O1,0,12,12,3,0,0,0,-2,-1,0,0,C12 H12 O3
C24 13C1 H24 N2 O25 S1,-O1,0,24,24,24,2,1,0,0,-1,0,0,C24 H24 N2 O24 S1
C24 13C1 H24 N2 O25 S1,-H2 -O1,0,24,22,24,2,1,0,-2,-1,0,0,C24 H22 N2 O24 S1
C32 13C1 H20 O23,O1,1,32,20,24,0,0,0,0,1,0,0,C32 H20 O24
C32 13C1 H20 O23,-O1,0,32,20,22,0,0,0,0,-1,0,0,C32 H20 O22
C32 13C1 H20 O23,-H2 -O2,0,32,18,21,0,0,0,-2,-2,0,0,C32 H18 O21
C32 13C1 H20 O23,H2 O1,1,32,22,24,0,0,0,2,1,0,0,C32 H22 O24
C32 13C1 H20 O23,-H2 -O1,0,32,18,22,0,0,0,-2,-1,0,0,C32 H18 O22
C28 H24 O21,O1,1,28,24,22,0,0,0,0,1,0,0,C28 H24 O22
C28 H24 O21,-O1,0,28,24,20,0,0,0,0,-1,0,0,C28 H24 O20
C28 H24 O21,-H2 -O2,0,28,22,19,0,0,0,-2,-2,0,0,C28 H22 O19
C28 H24 O21,H2 O1,1,28,26,22,0,0,0,2,1,0,0,C28 H26 O22
C28 H24 O21,-H2 -O1,0,28,22,20,0,0,0,-2,-1,0,0,C28 H22 O20
C12 H8 O6,O1,1,12,8,7,0,0,0,0,1,0,0,C12 H8 O7
C12 H8 O6,-O1,0,12,8,5,0,0,0,0,-1,0,0,C12 H8 O5
C12 H8 O6,H2 O2,1,12,10,8,0,0,0,2,2,0,0,C12 H10 O8
C12 H8 O6,-H2 -O2,0,12,6,4,0,0,0,-2,-2,0,0,C12 H6 O4
C12 H8 O6,H2 O1,1,12,10,7,0,0,0,2,1,0,0,C12 H10 O7
C12 H8 O6,-H2 -O1,0,12,6,5,0,0,0,-2,-1,0,0,C12 H6 O5
C31 13C1 H28 O22,-O1,0,31,28,21,0,0,0,0,-1,0,0,C31 H28 O21
C31 13C1 H28 O22,H2 O2,1,31,30,24,0,0,0,2,2,0,0,C31 H30 O24
C31 13C1 H28 O22,-H2 -O2,0,31,26,20,0,0,0,-2,-2,0,0,C31 H26 O20
C31 13C1 H28 O22,H2 O1,1,31,30,23,0,0,0,2,1,0,0,C31 H30 O23
C31 13C1 H28 O22,-H2 -O1,0,31,26,21,0,0,0,-2,-1,0,0,C31 H26 O21
C24 H21 N1 O16,O1,1,24,21,17,1,0,0,0,1,0,0,C24 H21 N1 O17
C24 H21 N1 O16,-O1,0,24,21,15,1,0,0,0,-1,0,0,C24 H21 N1 O15
C24 H21 N1 O16,H2 O2,1,24,23,18,1,0,0,2,2,0,0,C24 H23 N1 O18
C24 H21 N1 O16,-H2 -O2,0,24,19,14,1,0,0,-2,-2,0,0,C24 H19 N1 O14
C24 H21 N1 O16,-C1 -H3 O1 -N1,1,23,18,17,0,0,-1,-3,1,-1,0,C23 H18 O17
C24 H21 N1 O16,H2 O1,1,24,23,17,1,0,0,2,1,0,0,C24 H23 N1 O17
C24 H21 N1 O16,-H2 -O1,0,24,19,15,1,0,0,-2,-1,0,0,C24 H19 N1 O15
C22 H18 O16,O1,1,22,18,17,0,0,0,0,1,0,0,C22 H18 O17
C22 H18 O16,-O1,0,22,18,15,0,0,0,0,-1,0,0,C22 H18 O15
C22 H18 O16,H2 O2,1,22,20,18,0,0,0,2,2,0,0,C22 H20 O18
C22 H18 O16,-H2 -O2,0,22,16,14,0,0,0,-2,-2,0,0,C22 H16 O14
C22 H18 O16,C1 H3 -O1 N1,0,23,21,15,1,0,1,3,-1,1,0,C23 H21 N1 O15
C22 H18 O16,H2 O1,1,22,20,17,0,0,0,2,1,0,0,C22 H20 O17
C22 H18 O16,-H2 -O1,0,22,16,15,0,0,0,-2,-1,0,0,C22 H16 O15
C22 H15 N1 O17 34S1,-O1,0,22,15,16,1,0,0,0,-1,0,0,C22 H15 N1 O16
C22 H15 N1 O17 34S1,-H2 -O2,0,22,13,15,1,0,0,-2,-2,0,0,C22 H13 N1 O15
C22 H15 N1 O17 34S1,-H2 -O1,0,22,13,16,1,0,0,-2,-1,0,0,C22 H13 N1 O16
C24 H28 O18,O1,1,24,28,19,0,0,0,0,1,0,0,C24 H28 O19
C24 H28 O18,-O1,0,24,28,17,0,0,0,0,-1,0,0,C24 H28 O17
C24 H28 O18,-H2 -O2,0,24,26,16,0,0,0,-2,-2,0,0,C24 H26 O16
C24 H28 O18,-H2 -O1,0,24,26,17,0,0,0,-2,-1,0,0,C24 H26 O17
C20 H15 N1 O22,O1,1,20,15,23,1,0,0,0,1,0,0,C20 H15 N1 O23
C20 H15 N1 O22,-O1,0,20,15,21,1,0,0,0,-1,0,0,C20 H15 N1 O21
C20 H15 N1 O22,C1 H3 -O1 N1,0,21,18,21,2,0,1,3,-1,1,0,C21 H18 N2 O21
C20 H17 N1 O10,O1,1,20,17,11,1,0,0,0,1,0,0,C20 H17 N1 O11
C20 H17 N1 O10,-O1,0,20,17,9,1,0,0,0,-1,0,0,C20 H17 N1 O9
C20 H17 N1 O10,H2 O2,1,20,19,12,1,0,0,2,2,0,0,C20 H19 N1 O12
C20 H17 N1 O10,-C1 -H3 O1 -N1,1,19,14,11,0,0,-1,-3,1,-1,0,C19 H14 O11
C20 H17 N1 O10,H2 O1,1,20,19,11,1,0,0,2,1,0,0,C20 H19 N1 O11
C29 H26 O21,O1,1,29,26,22,0,0,0,0,1,0,0,C29 H26 O22
C29 H26 O21,-O1,0,29,26,20,0,0,0,0,-1,0,0,C29 H26 O20
C29 H26 O21,H2 O2,1,29,28,23,0,0,0,2,2,0,0,C29 H28 O23
C29 H26 O21,-H2 -O2,0,29,24,19,0,0,0,-2,-2,0,0,C29 H24 O19
C29 H26 O21,H2 O1,1,29,28,22,0,0,0,2,1,0,0,C29 H28 O22
C29 H26 O21,-H2 -O1,0,29,24,20,0,0,0,-2,-1,0,0,C29 H24 O20
C41 H68 O1,O1,1,41,68,2,0,0,0,0,1,0,0,C41 H68 O2
C41 H68 O1,H2 O2,1,41,70,3,0,0,0,2,2,0,0,C41 H70 O3
C20 H19 N1 O11,O1,1,20,19,12,1,0,0,0,1,0,0,C20 H19 N1 O12
C20 H19 N1 O11,-O1,0,20,19,10,1,0,0,0,-1,0,0,C20 H19 N1 O10
C20 H19 N1 O11,H2 O2,1,20,21,13,1,0,0,2,2,0,0,C20 H21 N1 O13
C20 H19 N1 O11,-H2 -O2,0,20,17,9,1,0,0,-2,-2,0,0,C20 H17 N1 O9
C20 H19 N1 O11,-C1 -H3 O1 -N1,1,19,16,12,0,0,-1,-3,1,-1,0,C19 H16 O12
C20 H19 N1 O11,H2 O1,1,20,21,12,1,0,0,2,1,0,0,C20 H21 N1 O12
C20 H19 N1 O11,-H2 -O1,0,20,17,10,1,0,0,-2,-1,0,0,C20 H17 N1 O10
C15 H8 O4,O1,1,15,8,5,0,0,0,0,1,0,0,C15 H8 O5
C15 H8 O4,H2 O2,1,15,10,6,0,0,0,2,2,0,0,C15 H10 O6
C15 H8 O4,H2 O1,1,15,10,5,0,0,0,2,1,0,0,C15 H10 O5
C30 H22 N2 O16,H2 O1,1,30,24,17,2,0,0,2,1,0,0,C30 H24 N2 O17
C20 H15 N1 O12,O1,1,20,15,13,1,0,0,0,1,0,0,C20 H15 N1 O13
C20 H15 N1 O12,-O1,0,20,15,11,1,0,0,0,-1,0,0,C20 H15 N1 O11
C20 H15 N1 O12,H2 O2,1,20,17,14,1,0,0,2,2,0,0,C20 H17 N1 O14
C20 H15 N1 O12,-H2 -O2,0,20,13,10,1,0,0,-2,-2,0,0,C20 H13 N1 O10
C20 H15 N1 O12,-C1 -H3 O1 -N1,1,19,12,13,0,0,-1,-3,1,-1,0,C19 H12 O13
C20 H15 N1 O12,C1 H3 -O1 N1,0,21,18,11,2,0,1,3,-1,1,0,C21 H18 N2 O11
C20 H15 N1 O12,H2 O1,1,20,17,13,1,0,0,2,1,0,0,C20 H17 N1 O13
C20 H15 N1 O12,-H2 -O1,0,20,13,11,1,0,0,-2,-1,0,0,C20 H13 N1 O11
C16 H11 N1 O11 S1,-O1,0,16,11,10,1,1,0,0,-1,0,0,C16 H11 N1 O10 S1
C27 H26 N2 O25 S1,O1,1,27,26,26,2,1,0,0,1,0,0,C27 H26 N2 O26 S1
C27 H26 N2 O25 S1,-O1,0,27,26,24,2,1,0,0,-1,0,0,C27 H26 N2 O24 S1
C27 H26 N2 O25 S1,-H2 -O2,0,27,24,23,2,1,0,-2,-2,0,0,C27 H24 N2 O23 S1
C27 H26 N2 O25 S1,-H2 -O1,0,27,24,24,2,1,0,-2,-1,0,0,C27 H24 N2 O24 S1
C35 H22 O23,O1,1,35,22,24,0,0,0,0,1,0,0,C35 H22 O24
C35 H22 O23,-O1,0,35,22,22,0,0,0,0,-1,0,0,C35 H22 O22
C35 H22 O23,H2 O2,1,35,24,25,0,0,0,2,2,0,0,C35 H24 O25
C35 H22 O23,H2 O1,1,35,24,24,0,0,0,2,1,0,0,C35 H24 O24
C21 H12 O7 S1,-O1,0,21,12,6,0,1,0,0,-1,0,0,C21 H12 O6 S1
C35 H70 O4,-O1,0,35,70,3,0,0,0,0,-1,0,0,C35 H70 O3
C35 H70 O4,H2 O2,1,35,72,6,0,0,0,2,2,0,0,C35 H72 O6
C35 H70 O4,H2 O1,1,35,72,5,0,0,0,2,1,0,0,C35 H72 O5
C7 H8 O6,-H2 -O2,0,7,6,4,0,0,0,-2,-2,0,0,C7 H6 O4
C7 H8 O6,C1 H3 -O1 N1,0,8,11,5,1,0,1,3,-1,1,0,C8 H11 N1 O5
C7 H8 O6,-H2 -O1,0,7,6,5,0,0,0,-2,-1,0,0,C7 H6 O5
C24 H27 N1 O21 S1,-O1,0,24,27,20,1,1,0,0,-1,0,0,C24 H27 N1 O20 S1
C22 H18 O14,O1,1,22,18,15,0,0,0,0,1,0,0,C22 H18 O15
C22 H18 O14,-O1,0,22,18,13,0,0,0,0,-1,0,0,C22 H18 O13
C22 H18 O14,H2 O2,1,22,20,16,0,0,0,2,2,0,0,C22 H20 O16
C22 H18 O14,-H2 -O2,0,22,16,12,0,0,0,-2,-2,0,0,C22 H16 O12
C22 H18 O14,C1 H3 -O1 N1,0,23,21,13,1,0,1,3,-1,1,0,C23 H21 N1 O13
C22 H18 O14,H2 O1,1,22,20,15,0,0,0,2,1,0,0,C22 H20 O15
C22 H18 O14,-H2 -O1,0,22,16,13,0,0,0,-2,-1,0,0,C22 H16 O13
C23 13C1 H20 O18,O1,1,23,20,19,0,0,0,0,1,0,0,C23 H20 O19
C23 13C1 H20 O18,-O1,0,23,20,17,0,0,0,0,-1,0,0,C23 H20 O17
C23 13C1 H20 O18,-H2 -O2,0,23,18,16,0,0,0,-2,-2,0,0,C23 H18 O16
C23 13C1 H20 O18,C1 H3 -O1 N1,0,24,23,17,1,0,1,3,-1,1,0,C24 H23 N1 O17
C23 13C1 H20 O18,H2 O1,1,23,22,19,0,0,0,2,1,0,0,C23 H22 O19
C23 13C1 H20 O18,-H2 -O1,0,23,18,17,0,0,0,-2,-1,0,0,C23 H18 O17
C29 H14 N2 O17,O1,1,29,14,18,2,0,0,0,1,0,0,C29 H14 N2 O18
C29 H14 N2 O17,H2 O2,1,29,16,19,2,0,0,2,2,0,0,C29 H16 N2 O19
C11 H16 O12 S1,-O1,0,11,16,11,0,1,0,0,-1,0,0,C11 H16 O11 S1
C11 H16 O12 S1,-H2 -O2,0,11,14,10,0,1,0,-2,-2,0,0,C11 H14 O10 S1
C39 H71 N1 O6,-O1,0,39,71,5,1,0,0,0,-1,0,0,C39 H71 N1 O5
C39 H71 N1 O6,-H2 -O2,0,39,69,4,1,0,0,-2,-2,0,0,C39 H69 N1 O4
C22 13C1 H14 O16,O1,1,22,14,17,0,0,0,0,1,0,0,C22 H14 O17
C22 13C1 H14 O16,-O1,0,22,14,15,0,0,0,0,-1,0,0,C22 H14 O15
C22 13C1 H14 O16,H2 O2,1,22,16,18,0,0,0,2,2,0,0,C22 H16 O18
C22 13C1 H14 O16,-H2 -O2,0,22,12,14,0,0,0,-2,-2,0,0,C22 H12 O14
C22 13C1 H14 O16,C1 H3 -O1 N1,0,23,17,15,1,0,1,3,-1,1,0,C23 H17 N1 O15
C22 13C1 H14 O16,H2 O1,1,22,16,17,0,0,0,2,1,0,0,C22 H16 O17
C22 13C1 H14 O16,-H2 -O1,0,22,12,15,0,0,0,-2,-1,0,0,C22 H12 O15
C17 13C1 H20 O9,O1,1,17,20,10,0,0,0,0,1,0,0,C17 H20 O10
C17 13C1 H20 O9,-O1,0,17,20,8,0,0,0,0,-1,0,0,C17 H20 O8
C17 13C1 H20 O9,H2 O2,1,17,22,11,0,0,0,2,2,0,0,C17 H22 O11
C17 13C1 H20 O9,-H2 -O2,0,17,18,7,0,0,0,-2,-2,0,0,C17 H18 O7
C17 13C1 H20 O9,H2 O1,1,17,22,10,0,0,0,2,1,0,0,C17 H22 O10
C17 13C1 H20 O9,-H2 -O1,0,17,18,8,0,0,0,-2,-1,0,0,C17 H18 O8
C11 H12 O6,O1,1,11,12,7,0,0,0,0,1,0,0,C11 H12 O7
C11 H12 O6,-O1,0,11,12,5,0,0,0,0,-1,0,0,C11 H12 O5
C11 H12 O6,H2 O2,1,11,14,8,0,0,0,2,2,0,0,C11 H14 O8
C11 H12 O6,-H2 -O2,0,11,10,4,0,0,0,-2,-2,0,0,C11 H10 O4
C11 H12 O6,H2 O1,1,11,14,7,0,0,0,2,1,0,0,C11 H14 O7
C11 H12 O6,-H2 -O1,0,11,10,5,0,0,0,-2,-1,0,0,C11 H10 O5
C25 H16 O17,O1,1,25,16,18,0,0,0,0,1,0,0,C25 H16 O18
C25 H16 O17,-O1,0,25,16,16,0,0,0,0,-1,0,0,C25 H16 O16
C25 H16 O17,H2 O2,1,25,18,19,0,0,0,2,2,0,0,C25 H18 O19
C25 H16 O17,-H2 -O2,0,25,14,15,0,0,0,-2,-2,0,0,C25 H14 O15
C25 H16 O17,C1 H3 -O1 N1,0,26,19,16,1,0,1,3,-1,1,0,C26 H19 N1 O16
C25 H16 O17,H2 O1,1,25,18,18,0,0,0,2,1,0,0,C25 H18 O18
C25 H16 O17,-H2 -O1,0,25,14,16,0,0,0,-2,-1,0,0,C25 H14 O16
C17 13C1 H22 O9,O1,1,17,22,10,0,0,0,0,1,0,0,C17 H22 O10
C17 13C1 H22 O9,-O1,0,17,22,8,0,0,0,0,-1,0,0,C17 H22 O8
C17 13C1 H22 O9,H2 O2,1,17,24,11,0,0,0,2,2,0,0,C17 H24 O11
C17 13C1 H22 O9,-H2 -O2,0,17,20,7,0,0,0,-2,-2,0,0,C17 H20 O7
C17 13C1 H22 O9,H2 O1,1,17,24,10,0,0,0,2,1,0,0,C17 H24 O10
C17 13C1 H22 O9,-H2 -O1,0,17,20,8,0,0,0,-2,-1,0,0,C17 H20 O8
C20 13C1 H18 N2 O19,O1,1,20,18,20,2,0,0,0,1,0,0,C20 H18 N2 O20
C20 13C1 H18 N2 O19,-O1,0,20,18,18,2,0,0,0,-1,0,0,C20 H18 N2 O18
C20 13C1 H18 N2 O19,-C1 -H3 O1 -N1,1,19,15,20,1,0,-1,-3,1,-1,0,C19 H15 N1 O20
C20 13C1 H18 N2 O19,-H2 -O1,0,20,16,18,2,0,0,-2,-1,0,0,C20 H16 N2 O18
C22 H21 N1 O17 S1,O1,1,22,21,18,1,1,0,0,1,0,0,C22 H21 N1 O18 S1
C22 H21 N1 O17 S1,H2 O1,1,22,23,18,1,1,0,2,1,0,0,C22 H23 N1 O18 S1
C15 H15 N1 O8,O1,1,15,15,9,1,0,0,0,1,0,0,C15 H15 N1 O9
C15 H15 N1 O8,-O1,0,15,15,7,1,0,0,0,-1,0,0,C15 H15 N1 O7
C15 H15 N1 O8,H2 O2,1,15,17,10,1,0,0,2,2,0,0,C15 H17 N1 O10
C15 H15 N1 O8,-C1 -H3 O1 -N1,1,14,12,9,0,0,-1,-3,1,-1,0,C14 H12 O9
C15 H15 N1 O8,C1 H3 -O1 N1,0,16,18,7,2,0,1,3,-1,1,0,C16 H18 N2 O7
C15 H15 N1 O8,H2 O1,1,15,17,9,1,0,0,2,1,0,0,C15 H17 N1 O9
C15 H15 N1 O8,-H2 -O1,0,15,13,7,1,0,0,-2,-1,0,0,C15 H13 N1 O7
C15 13C1 H12 O14,-O1,0,15,12,13,0,0,0,0,-1,0,0,C15 H12 O13
C15 13C1 H12 O14,-H2 -O2,0,15,10,12,0,0,0,-2,-2,0,0,C15 H10 O12
C15 13C1 H12 O14,-H2 -O1,0,15,10,13,0,0,0,-2,-1,0,0,C15 H10 O13
C28 H22 O22,-O1,0,28,22,21,0,0,0,0,-1,0,0,C28 H22 O21
C28 H22 O22,-H2 -O2,0,28,20,20,0,0,0,-2,-2,0,0,C28 H20 O20
C28 H22 O22,-H2 -O1,0,28,20,21,0,0,0,-2,-1,0,0,C28 H20 O21
C13 13C1 H10 O12,-O1,0,13,10,11,0,0,0,0,-1,0,0,C13 H10 O11
C13 13C1 H10 O12,-H2 -O2,0,13,8,10,0,0,0,-2,-2,0,0,C13 H8 O10
C13 13C1 H10 O12,C1 H3 -O1 N1,0,14,13,11,1,0,1,3,-1,1,0,C14 H13 N1 O11
C13 13C1 H10 O12,-H2 -O1,0,13,8,11,0,0,0,-2,-1,0,0,C13 H8 O11
C31 H24 O22,O1,1,31,24,23,0,0,0,0,1,0,0,C31 H24 O23
C31 H24 O22,-O1,0,31,24,21,0,0,0,0,-1,0,0,C31 H24 O21
C31 H24 O22,H2 O2,1,31,26,24,0,0,0,2,2,0,0,C31 H26 O24
C31 H24 O22,-H2 -O2,0,31,22,20,0,0,0,-2,-2,0,0,C31 H22 O20
C31 H24 O22,C1 H3 -O1 N1,0,32,27,21,1,0,1,3,-1,1,0,C32 H27 N1 O21
C31 H24 O22,H2 O1,1,31,26,23,0,0,0,2,1,0,0,C31 H26 O23
C31 H24 O22,-H2 -O1,0,31,22,21,0,0,0,-2,-1,0,0,C31 H22 O21
C16 H6 O5 S1,-O1,0,16,6,4,0,1,0,0,-1,0,0,C16 H6 O4 S1
C21 13C1 H24 O12,O1,1,21,24,13,0,0,0,0,1,0,0,C21 H24 O13
C21 13C1 H24 O12,-O1,0,21,24,11,0,0,0,0,-1,0,0,C21 H24 O11
C21 13C1 H24 O12,H2 O2,1,21,26,14,0,0,0,2,2,0,0,C21 H26 O14
C21 13C1 H24 O12,-H2 -O2,0,21,22,10,0,0,0,-2,-2,0,0,C21 H22 O10
C21 13C1 H24 O12,H2 O1,1,21,26,13,0,0,0,2,1,0,0,C21 H26 O13
C21 13C1 H24 O12,-H2 -O1,0,21,22,11,0,0,0,-2,-1,0,0,C21 H22 O11
C22 H16 N2 O18 S1,H2 O1,1,22,18,19,2,1,0,2,1,0,0,C22 H18 N2 O19 S1
C32 H28 O21,O1,1,32,28,22,0,0,0,0,1,0,0,C32 H28 O22
C32 H28 O21,-O1,0,32,28,20,0,0,0,0,-1,0,0,C32 H28 O20
C32 H28 O21,H2 O2,1,32,30,23,0,0,0,2,2,0,0,C32 H30 O23
C32 H28 O21,-H2 -O2,0,32,26,19,0,0,0,-2,-2,0,0,C32 H26 O19
C32 H28 O21,C1 H3 -O1 N1,0,33,31,20,1,0,1,3,-1,1,0,C33 H31 N1 O20
C32 H28 O21,H2 O1,1,32,30,22,0,0,0,2,1,0,0,C32 H30 O22
C32 H28 O21,-H2 -O1,0,32,26,20,0,0,0,-2,-1,0,0,C32 H26 O20
C15 H7 N1 O9,O1,1,15,7,10,1,0,0,0,1,0,0,C15 H7 N1 O10
C15 H7 N1 O9,H2 O2,1,15,9,11,1,0,0,2,2,0,0,C15 H9 N1 O11
C15 H7 N1 O9,H2 O1,1,15,9,10,1,0,0,2,1,0,0,C15 H9 N1 O10
C14 13C1 H20 O8,O1,1,14,20,9,0,0,0,0,1,0,0,C14 H20 O9
C14 13C1 H20 O8,-O1,0,14,20,7,0,0,0,0,-1,0,0,C14 H20 O7
C14 13C1 H20 O8,-H2 -O2,0,14,18,6,0,0,0,-2,-2,0,0,C14 H18 O6
C14 13C1 H20 O8,H2 O1,1,14,22,9,0,0,0,2,1,0,0,C14 H22 O9
C14 13C1 H20 O8,-H2 -O1,0,14,18,7,0,0,0,-2,-1,0,0,C14 H18 O7
C25 H24 O14,O1,1,25,24,15,0,0,0,0,1,0,0,C25 H24 O15
C25 H24 O14,-O1,0,25,24,13,0,0,0,0,-1,0,0,C25 H24 O13
C25 H24 O14,H2 O2,1,25,26,16,0,0,0,2,2,0,0,C25 H26 O16
C25 H24 O14,-H2 -O2,0,25,22,12,0,0,0,-2,-2,0,0,C25 H22 O12
C25 H24 O14,H2 O1,1,25,26,15,0,0,0,2,1,0,0,C25 H26 O15
C25 H24 O14,-H2 -O1,0,25,22,13,0,0,0,-2,-1,0,0,C25 H22 O13
C21 H18 O13,O1,1,21,18,14,0,0,0,0,1,0,0,C21 H18 O14
C21 H18 O13,-O1,0,21,18,12,0,0,0,0,-1,0,0,C21 H18 O12
C21 H18 O13,H2 O2,1,21,20,15,0,0,0,2,2,0,0,C21 H20 O15
C21 H18 O13,-H2 -O2,0,21,16,11,0,0,0,-2,-2,0,0,C21 H16 O11
C21 H18 O13,C1 H3 -O1 N1,0,22,21,12,1,0,1,3,-1,1,0,C22 H21 N1 O12
C21 H18 O13,H2 O1,1,21,20,14,0,0,0,2,1,0,0,C21 H20 O14
C21 H18 O13,-H2 -O1,0,21,16,12,0,0,0,-2,-1,0,0,C21 H16 O12
C22 H16 O6 S1,-O1,0,22,16,5,0,1,0,0,-1,0,0,C22 H16 O5 S1
C26 H28 O16,O1,1,26,28,17,0,0,0,0,1,0,0,C26 H28 O17
C26 H28 O16,-O1,0,26,28,15,0,0,0,0,-1,0,0,C26 H28 O15
C26 H28 O16,H2 O2,1,26,30,18,0,0,0,2,2,0,0,C26 H30 O18
C26 H28 O16,-H2 -O2,0,26,26,14,0,0,0,-2,-2,0,0,C26 H26 O14
C26 H28 O16,H2 O1,1,26,30,17,0,0,0,2,1,0,0,C26 H30 O17
C26 H28 O16,-H2 -O1,0,26,26,15,0,0,0,-2,-1,0,0,C26 H26 O15
C14 H10 O3 S1,-O1,0,14,10,2,0,1,0,0,-1,0,0,C14 H10 O2 S1
C14 H10 O3 S1,-H2 -O2,0,14,8,1,0,1,0,-2,-2,0,0,C14 H8 O1 S1
C14 H10 O3 S1,-H2 -O1,0,14,8,2,0,1,0,-2,-1,0,0,C14 H8 O2 S1
C24 H22 N2 O20 S1,O1,1,24,22,21,2,1,0,0,1,0,0,C24 H22 N2 O21 S1
C24 H22 N2 O20 S1,H2 O2,1,24,24,22,2,1,0,2,2,0,0,C24 H24 N2 O22 S1
C16 H17 N1 O12,O1,1,16,17,13,1,0,0,0,1,0,0,C16 H17 N1 O13
C16 H17 N1 O12,-O1,0,16,17,11,1,0,0,0,-1,0,0,C16 H17 N1 O11
C16 H17 N1 O12,-H2 -O2,0,16,15,10,1,0,0,-2,-2,0,0,C16 H15 N1 O10
C16 H17 N1 O12,-C1 -H3 O1 -N1,1,15,14,13,0,0,-1,-3,1,-1,0,C15 H14 O13
C16 H17 N1 O12,-H2 -O1,0,16,15,11,1,0,0,-2,-1,0,0,C16 H15 N1 O11
C23 H20 O17,O1,1,23,20,18,0,0,0,0,1,0,0,C23 H20 O18
C23 H20 O17,-O1,0,23,20,16,0,0,0,0,-1,0,0,C23 H20 O16
C23 H20 O17,H2 O2,1,23,22,19,0,0,0,2,2,0,0,C23 H22 O19
C23 H20 O17,-H2 -O2,0,23,18,15,0,0,0,-2,-2,0,0,C23 H18 O15
C23 H20 O17,C1 H3 -O1 N1,0,24,23,16,1,0,1,3,-1,1,0,C24 H23 N1 O16
C23 H20 O17,H2 O1,1,23,22,18,0,0,0,2,1,0,0,C23 H22 O18
C23 H20 O17,-H2 -O1,0,23,18,16,0,0,0,-2,-1,0,0,C23 H18 O16
C21 H20 O17,O1,1,21,20,18,0,0,0,0,1,0,0,C21 H20 O18
C21 H20 O17,-O1,0,21,20,16,0,0,0,0,-1,0,0,C21 H20 O16
C21 H20 O17,-H2 -O2,0,21,18,15,0,0,0,-2,-2,0,0,C21 H18 O15
C21 H20 O17,-H2 -O1,0,21,18,16,0,0,0,-2,-1,0,0,C21 H18 O16
C18 13C1 H12 O14,O1,1,18,12,15,0,0,0,0,1,0,0,C18 H12 O15
C18 13C1 H12 O14,-O1,0,18,12,13,0,0,0,0,-1,0,0,C18 H12 O13
C18 13C1 H12 O14,H2 O2,1,18,14,16,0,0,0,2,2,0,0,C18 H14 O16
C18 13C1 H12 O14,-H2 -O2,0,18,10,12,0,0,0,-2,-2,0,0,C18 H10 O12
